Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
835,Peter Jackson's King Kong: The Official Game of the Movie,"PS2,XB,X360,GC,PSP,DS",2005,Action,Ubisoft,3.39
3369,PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.6
2084,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.99
7698,Playboy: The Mansion,"PS2,XB",2005,Simulation,Ubisoft,0.29
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,2.05
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo,1.13
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,2.06
3383,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.6
1593,Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,1.25
11832,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.07
14555,Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.03
12611,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.06
11396,PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0.08
10423,Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment,0.1
9189,Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.14
8657,Power Rangers Double Pack,GBA,2005,Action,THQ,0.16
11670,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.08
7724,Predator: Concrete Jungle,"PS2,XB",2005,Action,Vivendi Games,0.3
7397,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.21
2987,Prince of Persia: The Two Thrones,"PS2,XB,GC",2005,Action,Ubisoft,1.41
7450,Project: Snowblind,"PS2,XB",2005,Action,Eidos Interactive,0.32
9883,Psychonauts,"XB,PS2",2005,Platform,THQ,0.21
12743,Pump It Up: Exceed,"PS2,XB",2005,Misc,Mastiff,0.08
8405,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.17
5082,Quake 4,"X360,PC",2005,Shooter,Activision,0.4
3102,Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.65
15487,Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.02
16298,Rainbow Islands: Revolution,PSP,2005,Action,Rising Star Games,0.01
1599,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,1.24
15922,Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft,0.02
6450,Rayman DS,DS,2005,Platform,Ubisoft,0.26
12316,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.06
13327,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.05
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.07
10282,Real World Golf,"PS2,XB",2005,Sports,Valcon Games,0.14
12836,Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.05
13577,Red Ninja: End of Honor,"PS2,XB",2005,Action,Vivendi Games,0.06
10339,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.11
351,Resident Evil 4,"PS2,Wii,GC,PC",2005,Action,Capcom,7.6
9357,Retro Atari Classics,DS,2005,Misc,Atari,0.13
7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.2
7930,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.19
5353,Risk / Battleship / Clue,GBA,2005,Misc,Zoo Digital Publishing,0.34
14832,River King: Wonderful Journey,PS2,2005,Sports,505 Games,0.03
5179,Robots,"PS2,GC,DS,XB",2005,Action,Vivendi Games,0.75
2474,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.84
11148,RollerCoaster Tycoon 3: Platinum,PC,2005,Strategy,Atari,0.09
10985,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.09
1799,Royal Palace of White Sword and The City of Gentiles,"PS2,XB,PC",2005,Role-Playing,Take-Two Interactive,1.26
11043,Rugby 2005,"PS2,XB",2005,Sports,Electronic Arts,0.14
14460,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.03
15237,Sacred Gold,PC,2005,Role-Playing,Encore,0.02
6061,"Sakura Wars: So Long, My Love","PS2,Wii",2005,Role-Playing,Sega,0.4
7986,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.19
15161,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02
6699,Scooby-Doo! Unmasked,"PS2,GBA,GC,DS,XB",2005,Platform,THQ,0.75
12754,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.06
15101,ScrapLand,XB,2005,Action,Deep Silver,0.02
10883,SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.09
11852,SD Gundam: Gashapon Wars,"GC,Wii",2005,Strategy,Namco Bandai Games,0.1
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,"PS2,GC,GBA,DS,XB",2005,Adventure,Activision,0.39
11016,Sega Casino,DS,2005,Misc,Sega,0.09
4565,SEGA Classics Collection,PS2,2005,Misc,Sega,0.43
12497,Serious Sam II,"XB,PC",2005,Shooter,Take-Two Interactive,0.07
8998,Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.14
6350,Shadow of Rome,PS2,2005,Action,Capcom,0.27
1786,Shadow of the Colossus,"PS2,PS3",2005,Action,Sony Computer Entertainment,1.18
2103,Shadow The Hedgehog,"GC,PS2,XB",2005,Platform,Sega,1.77
13725,Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.04
11372,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,0.08
16442,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0.01
10030,Shining Force NEO,PS2,2005,Role-Playing,Sega,0.11
9356,Shonen Jump's One Piece: Grand Battle,"PS2,GC",2005,Fighting,Atari,0.19
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,0.08
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.06
15340,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,0.02
9053,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.14
4006,Shrek SuperSlam,"PS2,GBA,GC,DS,XB",2005,Action,Activision,1.32
8352,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.17
13029,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.05
11515,Silent Hunter III,PC,2005,Simulation,Ubisoft,0.08
1520,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,1.3
14138,Sky Dancers,GBA,2005,Action,Crave Entertainment,0.03
2496,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.83
11394,Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.08
7753,Sniper Elite,"PS2,Wii,XB,PC",2005,Shooter,Ubisoft,0.42
10916,Snood 2: On Vacation,"DS,GBA",2005,Puzzle,Zoo Digital Publishing,0.1
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.69
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.12
8983,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.15
438,Sonic Rush,DS,2005,Platform,Sega,3.15
6762,Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.25
1931,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,1.07
15941,Space Invaders Revolution,DS,2005,Shooter,Rising Star Games,0.02
7144,Spartan: Total Warrior,"PS2,XB,GC",2005,Action,Sega,0.42
14181,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03
14639,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03
12602,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.06
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.15
5652,SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.32
3906,"SpongeBob SquarePants: Lights, Camera, Pants!","GBA,PS2,GC,XB",2005,Misc,THQ,1.65
12043,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.07
14923,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02
10092,Spy vs Spy,XB,2005,Action,Global Star,0.11
8443,Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.17
3868,SSX On Tour,"PS2,PSP,GC,XB",2005,Sports,Electronic Arts,1.06
1916,Star Fox: Assault,GC,2005,Shooter,Nintendo,1.08
407,Star Wars Episode III: Revenge of the Sith,"PS2,XB,GBA,DS",2005,Action,LucasArts,5.59
358,Star Wars: Battlefront II,"PS2,XB,PSP,PC",2005,Shooter,LucasArts,6.67
3024,Star Wars: Republic Commando,"XB,PC",2005,Shooter,Activision,0.72
15463,Starship Troopers,PC,2005,Shooter,Empire Interactive,0.02
13975,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.04
11812,Still Life,XB,2005,Adventure,Microids,0.07
13880,Stolen,PS2,2005,Action,Hip Interactive,0.04
14266,Street Supremacy,PSP,2005,Racing,Konami Digital Entertainment,0.03
14917,Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0.02
11660,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.08
10071,Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.11
7524,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.2
13461,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.04
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0.16
13923,Super Army War,GBA,2005,Action,Flashpoint Games,0.04
13756,Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04
1146,Super Mario Strikers,GC,2005,Sports,Nintendo,1.61
6835,Super Monkey Ball Deluxe,"PS2,XB",2005,Misc,Sega,0.39
2702,Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.76
1929,Super Princess Peach,DS,2005,Platform,Nintendo,1.07
16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005,Misc,N/A,0.01
8028,Super Robot Taisen J,GBA,2005,Strategy,Banpresto,0.18
11063,Super Robot Taisen MX Portable,PSP,2005,Strategy,Banpresto,0.09
4878,Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.4
14844,SWAT 4,PC,2005,Shooter,Vivendi Games,0.03
10043,Taito Legends,"PS2,XB",2005,Misc,Empire Interactive,0.16
8310,Tak: The Great Juju Challenge,"GBA,GC,DS,XB",2005,Platform,THQ,0.48
6352,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0.27
4075,Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.49
8063,TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0.18
1572,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,1.26
14074,Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.04
12402,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.06
7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,"PS2,GC,DS,XB",2005,Action,Konami Digital Entertainment,0.42
312,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,3.87
13945,Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.04
3862,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.52
13394,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.05
7536,The Bible Game,"PS2,GBA,XB",2005,Misc,Crave Entertainment,0.37
5000,The Cat in the Hat,GBA,2005,Platform,Jack of All Games,0.38
7633,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.2
8800,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.15
8133,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.18
11709,The Hustle: Detroit Streets,"PSP,PS2,XB",2005,Sports,Deep Silver,0.14
3756,The Incredible Hulk: Ultimate Destruction,"PS2,XB,GC",2005,Action,Vivendi Games,0.92
4811,The Incredibles: Rise of the Underminer,"GBA,PS2,GC,DS,XB,PC",2005,Action,THQ,1.18
12189,The King of Fighters 02/03,"PS2,XB",2005,Fighting,SNK,0.1
10890,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.09
4030,The Matrix: Path of Neo,"PS2,XB",2005,Action,Atari,0.8
13835,The Movies,PC,2005,Simulation,Activision,0.04
15149,The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,0.02
3865,The Punisher,"PS2,XB",2005,Action,THQ,0.81
11791,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.07
1402,The Sims 2,"PSP,DS,PS2,GBA,GC,PC,XB",2005,Simulation,Electronic Arts,4.42
1554,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.27
12674,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.06
15234,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.02
8209,The Suffering: Ties That Bind,"PS2,XB",2005,Action,Midway Games,0.26
3812,The Warriors,"PS2,XB,PSP",2005,Action,Take-Two Interactive,1.09
7468,Tiger Woods PGA Tour,"PSP,DS",2005,Sports,Electronic Arts,0.36
2334,Tiger Woods PGA Tour 06,"PS2,XB,X360,PSP,GC",2005,Sports,Electronic Arts,1.99
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.14
6812,TimeSplitters: Future Perfect,"PS2,XB,GC",2005,Shooter,Electronic Arts,0.48
11868,TMNT: Mutant Melee,"GC,XB",2005,Fighting,Konami Digital Entertainment,0.09
6600,TOCA Race Driver 2: Ultimate Racing Simulator,"PSP,XB,PS2",2005,Racing,Codemasters,0.45
12204,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.07
12524,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.06
4964,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.39
4695,Tom Clancy's Rainbow Six: Lockdown,"XB,PS2,GC",2005,Shooter,Ubisoft,0.81
1840,Tom Clancy's Splinter Cell: Chaos Theory,"XB,PS2,GC,DS",2005,Action,Ubisoft,2.23
6884,Tony Hawk's American Sk8land,"GBA,DS",2005,Sports,Activision,0.45
3241,Tony Hawk's American Wasteland,"XB,GC,X360",2005,Sports,Activision,1.36
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,1.62
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.45
2508,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.82
15737,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.02
14326,Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.03
10974,Total Overdose: A Gunslinger's Tale in Mexico,"PS2,XB",2005,Shooter,Eidos Interactive,0.11
14357,Totally Spies!,GBA,2005,Platform,Atari,0.03
5833,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0.3
5949,Trace Memory,DS,2005,Adventure,Nintendo,0.3
12600,Trapt,PS2,2005,Action,Tecmo Koei,0.06
5148,Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.37
13512,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.04
2723,True Crime: New York City,"PS2,XB,GC",2005,Action,Activision,1.21
8496,True Swing Golf,DS,2005,Sports,Nintendo,0.16
2680,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.77
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,"PS2,GC,GBA,XB",2005,Action,Activision,0.35
15635,Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,0.02
2829,Ultimate Spider-Man,"PS2,XB,GC,GBA,DS",2005,Action,Activision,1.94
1869,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,1.1
11649,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.08
10348,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,0.11
14953,Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0.02
3029,Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,0.67
14547,Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.03
9861,Wallace & Gromit: Curse of the Were-Rabbit,"PS2,XB",2005,Adventure,Konami Digital Entertainment,0.13
3840,We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.52
11617,Whac-A-Mole,"DS,GBA",2005,Puzzle,Zoo Digital Publishing,0.09
9025,Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.14
11795,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.07
2013,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,1.04
14000,Without Warning,"PS2,XB",2005,Shooter,Capcom,0.06
5440,World Championship Poker 2: Featuring Howard Lederer,"PS2,PSP,XB",2005,Misc,Oxygen Interactive,0.57
11641,World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,0.08
7366,World Poker Tour,"PS2,XB,PSP,GBA",2005,Misc,Take-Two Interactive,0.32
4214,World Series of Poker,"PS2,XB,PSP,GC",2005,Misc,Activision,0.98
16354,World Snooker Challenge 2005,PSP,2005,Sports,Sega,0.01
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0.47
293,World Soccer Winning Eleven 9,"PS2,XB",2005,Sports,Konami Digital Entertainment,4.5
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,1.2
12567,World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.06
1934,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,1.07
13752,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.04
13671,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04
5388,WWE Day of Reckoning 2,GC,2005,Fighting,THQ,0.34
487,WWE SmackDown! vs. RAW 2006,"PS2,PSP",2005,Fighting,THQ,3.34
4391,WWE WrestleMania 21,XB,2005,Fighting,THQ,0.45
3186,X-Men Legends II: Rise of Apocalypse,"PS2,XB,PSP,GC",2005,Role-Playing,Activision,1.61
2567,Yakuza,"PS2,PS3",2005,Action,Sega,0.91
4924,Yoshi Touch & Go,DS,2005,Platform,Nintendo,0.39
7284,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.22
9375,Ys: The Ark of Napishtim,"PS2,PSP",2005,Role-Playing,Konami Digital Entertainment,0.18
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.42
7035,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.23
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0.14
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.15
11376,Zatch Bell! Mamodo Battles,"PS2,GC",2005,Fighting,Namco Bandai Games,0.14
13844,Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.04
9774,Zathura,"PS2,XB",2005,Adventure,Take-Two Interactive,0.14
2075,Zoo Tycoon DS,DS,2005,Strategy,THQ,1
8359,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.17
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.23
8604,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0.16
5843,1701 A.D.,PC,2006,Simulation,Deep Silver,0.3
5861,24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.3
4578,25 to Life,"PS2,XB",2006,Shooter,Eidos Interactive,0.59
8105,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0.18
2090,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.99
3920,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.51
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.06
15716,Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02
7030,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.23
13784,Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0.04
14991,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.02
6434,And1 Streetball,"PS2,XB",2006,Action,Ubisoft,0.34
10786,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.1
3567,Arena Football,"PS2,XB",2006,Sports,Electronic Arts,0.71
15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0.02
15777,Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.02
13463,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.04
9041,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.14
14179,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0.04
6003,Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.29
4251,ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.46
3963,Avatar: The Last Airbender,"GC,DS,Wii,PSP",2006,Adventure,THQ,1.23
13379,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.05
9970,Barnyard,"GC,PS2,GBA,Wii",2006,Action,THQ,0.3
10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.1
8912,Battle Stadium D.O.N,"PS2,GC",2006,Fighting,Namco Bandai Games,0.24
14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.03
13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.05
14947,BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.02
15093,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0.02
15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,"PS2,GBA",2006,Action,Crave Entertainment,0.04
12409,Biker Mice From Mars,"PS2,DS",2006,Racing,Game Factory,0.09
10210,Bionicle Heroes,"GC,X360,DS,Wii",2006,Shooter,Eidos Interactive,0.28
1594,Black,"PS2,XB",2006,Shooter,Electronic Arts,1.67
16000,Black Cat,PS2,2006,Action,Capcom,0.01
12706,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.06
15645,Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0.02
12887,Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0.05
12208,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0.07
11952,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.07
5570,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.33
4276,Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.46
10868,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09
14463,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03
2248,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.92
14894,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.03
10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0.1
15995,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0.01
11167,Bomberman Land Touch!,DS,2006,Puzzle,Rising Star Games,0.09
13820,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04
16550,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01
14123,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03
1278,Bratz: Forever Diamondz,"DS,GC,PS2",2006,Adventure,THQ,1.7
15810,Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0.02
10190,Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.11
13411,Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.05
4261,Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.46
14423,Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,0.03
10614,Bullet Witch,X360,2006,Shooter,Atari,0.1
2215,Bully,PS2,2006,Action,Take-Two Interactive,0.94
9246,Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.14
4750,Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,0.41
1274,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,1.49
9214,Cabela's African Safari,"X360,PSP",2006,Sports,Activision Value,0.19
9485,Cabela's Alaskan Adventure,"X360,PS2",2006,Sports,Activision,0.15
12538,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06
13871,Caesar IV,PC,2006,Strategy,Vivendi Games,0.04
14629,Calcio Bit,GBA,2006,Sports,Nintendo,0.03
551,Call of Duty 3,"X360,Wii,PS3,PS2",2006,Shooter,Activision,7.56
15005,Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0.02
5498,Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,0.33
5918,Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.3
11664,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0.08
6171,Carol Vorderman's Sudoku,"PS2,PSP",2006,Puzzle,Xplosiv,0.34
1643,Cars,"PSP,PS2,GBA,DS,Wii,GC,X360,XB",2006,Racing,THQ,6.86
13162,Cartoon Network Racing,DS,2006,Action,Game Factory,0.05
10790,Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.1
4537,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.43
3612,Catz,"DS,GBA",2006,Simulation,Ubisoft,0.8
11260,Chameleon,PSP,2006,Puzzle,505 Games,0.08
15987,Chameleon: To Dye For!,DS,2006,Puzzle,505 Games,0.01
13974,Chaos Wars,PS2,2006,Strategy,Idea Factory,0.04
11224,Charlotte's Web,DS,2006,Action,Sega,0.09
4089,Children of Mana,DS,2006,Role-Playing,Nintendo,0.48
6139,Chromehounds,X360,2006,Simulation,Sega,0.28
12165,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0.07
15378,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0.02
